Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase	Curve
385.00	5.0000	0.16203	6.1719	31.584	34.670	132.64	82.944	92.697	274.47	0.82533	10.469	0.029300	vapor	vapor, P = 5 bar
390.00	5.0000	0.15970	6.2618	32.005	35.136	133.84	83.897	93.590	276.44	0.79409	10.599	0.029987	vapor	vapor, P = 5 bar
395.00	5.0000	0.15744	6.3515	32.430	35.606	135.04	84.848	94.486	278.39	0.76459	10.729	0.030681	vapor	vapor, P = 5 bar
400.00	5.0000	0.15526	6.4409	32.860	36.081	136.24	85.799	95.383	280.31	0.73671	10.858	0.031383	vapor	vapor, P = 5 bar
405.00	5.0000	0.15314	6.5301	33.295	36.560	137.43	86.747	96.283	282.22	0.71034	10.987	0.032091	vapor	vapor, P = 5 bar
410.00	5.0000	0.15108	6.6191	33.734	37.044	138.61	87.694	97.182	284.10	0.68537	11.115	0.032807	vapor	vapor, P = 5 bar
415.00	5.0000	0.14908	6.7078	34.178	37.532	139.80	88.637	98.082	285.96	0.66171	11.243	0.033529	vapor	vapor, P = 5 bar
420.00	5.0000	0.14714	6.7963	34.626	38.025	140.98	89.578	98.982	287.81	0.63927	11.371	0.034259	vapor	vapor, P = 5 bar
425.00	5.0000	0.14525	6.8847	35.079	38.522	142.15	90.515	99.881	289.64	0.61796	11.498	0.034996	vapor	vapor, P = 5 bar
430.00	5.0000	0.14341	6.9728	35.537	39.023	143.33	91.449	100.78	291.45	0.59772	11.624	0.035740	vapor	vapor, P = 5 bar
435.00	5.0000	0.14163	7.0608	35.999	39.529	144.50	92.379	101.67	293.25	0.57846	11.750	0.036491	vapor	vapor, P = 5 bar
440.00	5.0000	0.13989	7.1487	36.466	40.040	145.66	93.304	102.57	295.03	0.56013	11.876	0.037249	vapor	vapor, P = 5 bar
445.00	5.0000	0.13819	7.2364	36.937	40.555	146.83	94.226	103.46	296.79	0.54267	12.001	0.038014	vapor	vapor, P = 5 bar
450.00	5.0000	0.13654	7.3239	37.413	41.075	147.99	95.142	104.34	298.54	0.52602	12.126	0.038786	vapor	vapor, P = 5 bar
455.00	5.0000	0.13493	7.4113	37.893	41.599	149.15	96.054	105.23	300.28	0.51013	12.250	0.039565	vapor	vapor, P = 5 bar
														
280.00	17.500	11.832	0.084515	9.4582	9.6061	46.554	70.402	111.41	857.91	-0.019094	119.51	0.10361	liquid	liquid, P = 17.5 bar
285.00	17.500	11.672	0.085678	10.018	10.168	48.542	71.214	113.23	824.53	-0.015368	113.50	0.10109	liquid	liquid, P = 17.5 bar
290.00	17.500	11.506	0.086914	10.586	10.739	50.528	72.052	115.19	790.78	-0.011192	107.73	0.098597	liquid	liquid, P = 17.5 bar
295.00	17.500	11.333	0.088234	11.165	11.320	52.515	72.918	117.34	756.58	-0.0064675	102.19	0.096140	liquid	liquid, P = 17.5 bar
300.00	17.500	11.154	0.089653	11.755	11.912	54.506	73.813	119.70	721.82	-0.0010645	96.836	0.093712	liquid	liquid, P = 17.5 bar
305.00	17.500	10.966	0.091187	12.358	12.517	56.506	74.741	122.35	686.35	0.0051945	91.652	0.091309	liquid	liquid, P = 17.5 bar
310.00	17.500	10.769	0.092860	12.974	13.136	58.520	75.704	125.35	650.00	0.012559	86.604	0.088923	liquid	liquid, P = 17.5 bar
315.00	17.500	10.559	0.094702	13.606	13.772	60.552	76.710	128.83	612.50	0.021391	81.663	0.086547	liquid	liquid, P = 17.5 bar
320.00	17.500	10.335	0.096758	14.256	14.426	62.612	77.770	132.97	573.50	0.032244	76.791	0.084167	liquid	liquid, P = 17.5 bar
324.13	17.500	10.136	0.098661	14.810	14.983	64.342	78.698	137.12	539.83	0.043344	72.788	0.082187	liquid	liquid, P = 17.5 bar
324.13	17.500	0.89742	1.1143	25.491	27.441	102.78	77.660	111.40	201.45	1.9613	9.2527	0.023702	vapor	vapor, P = 17.5 bar
325.00	17.500	0.89038	1.1231	25.572	27.538	103.08	77.649	110.52	202.55	1.9300	9.2732	0.023767	vapor	vapor, P = 17.5 bar
330.00	17.500	0.85380	1.1712	26.030	28.080	104.73	77.737	106.61	208.42	1.7709	9.3936	0.024188	vapor	vapor, P = 17.5 bar
335.00	17.500	0.82227	1.2161	26.478	28.606	106.31	78.026	104.03	213.72	1.6383	9.5175	0.024668	vapor	vapor, P = 17.5 bar
340.00	17.500	0.79452	1.2586	26.919	29.122	107.84	78.457	102.29	218.58	1.5248	9.6435	0.025189	vapor	vapor, P = 17.5 bar
345.00	17.500	0.76972	1.2992	27.356	29.630	109.33	78.987	101.10	223.08	1.4259	9.7711	0.025740	vapor	vapor, P = 17.5 bar
350.00	17.500	0.74729	1.3382	27.791	30.133	110.77	79.587	100.32	227.31	1.3386	9.8995	0.026315	vapor	vapor, P = 17.5 bar
355.00	17.500	0.72682	1.3758	28.226	30.633	112.19	80.239	99.819	231.29	1.2607	10.029	0.026910	vapor	vapor, P = 17.5 bar
360.00	17.500	0.70800	1.4124	28.660	31.132	113.59	80.932	99.544	235.07	1.1906	10.158	0.027521	vapor	vapor, P = 17.5 bar
365.00	17.500	0.69058	1.4481	29.095	31.629	114.96	81.658	99.442	238.67	1.1271	10.288	0.028147	vapor	vapor, P = 17.5 bar
370.00	17.500	0.67438	1.4828	29.531	32.126	116.31	82.411	99.480	242.12	1.0692	10.417	0.028786	vapor	vapor, P = 17.5 bar
375.00	17.500	0.65924	1.5169	29.970	32.624	117.65	83.186	99.630	245.43	1.0162	10.547	0.029437	vapor	vapor, P = 17.5 bar
380.00	17.500	0.64503	1.5503	30.410	33.123	118.97	83.980	99.873	248.63	0.96746	10.676	0.030099	vapor	vapor, P = 17.5 bar
385.00	17.500	0.63165	1.5832	30.853	33.623	120.28	84.788	100.19	251.71	0.92248	10.806	0.030771	vapor	vapor, P = 17.5 bar
390.00	17.500	0.61902	1.6155	31.298	34.125	121.57	85.609	100.58	254.69	0.88084	10.935	0.031453	vapor	vapor, P = 17.5 bar
395.00	17.500	0.60705	1.6473	31.746	34.629	122.86	86.441	101.02	257.59	0.84219	11.063	0.032144	vapor	vapor, P = 17.5 bar
400.00	17.500	0.59569	1.6787	32.197	35.135	124.13	87.281	101.50	260.40	0.80623	11.192	0.032845	vapor	vapor, P = 17.5 bar
405.00	17.500	0.58488	1.7097	32.652	35.644	125.39	88.129	102.03	263.14	0.77270	11.320	0.033554	vapor	vapor, P = 17.5 bar
410.00	17.500	0.57458	1.7404	33.110	36.156	126.65	88.983	102.59	265.81	0.74136	11.447	0.034271	vapor	vapor, P = 17.5 bar
415.00	17.500	0.56473	1.7708	33.571	36.670	127.90	89.841	103.19	268.42	0.71203	11.575	0.034997	vapor	vapor, P = 17.5 bar
420.00	17.500	0.55531	1.8008	34.036	37.187	129.14	90.703	103.80	270.97	0.68451	11.701	0.035731	vapor	vapor, P = 17.5 bar
425.00	17.500	0.54628	1.8306	34.505	37.708	130.37	91.569	104.44	273.46	0.65866	11.828	0.036473	vapor	vapor, P = 17.5 bar
430.00	17.500	0.53762	1.8601	34.977	38.232	131.59	92.436	105.10	275.90	0.63434	11.954	0.037223	vapor	vapor, P = 17.5 bar
435.00	17.500	0.52929	1.8893	35.453	38.759	132.81	93.304	105.78	278.30	0.61142	12.079	0.037981	vapor	vapor, P = 17.5 bar
440.00	17.500	0.52128	1.9184	35.933	39.290	134.03	94.173	106.47	280.65	0.58980	12.204	0.038746	vapor	vapor, P = 17.5 bar
445.00	17.500	0.51356	1.9472	36.416	39.824	135.23	95.042	107.18	282.95	0.56936	12.329	0.039519	vapor	vapor, P = 17.5 bar
450.00	17.500	0.50611	1.9758	36.904	40.362	136.43	95.911	107.89	285.22	0.55003	12.453	0.040300	vapor	vapor, P = 17.5 bar
455.00	17.500	0.49893	2.0043	37.395	40.903	137.63	96.778	108.62	287.45	0.53171	12.577	0.041088	vapor	vapor, P = 17.5 bar
														
280.00	30.000	11.892	0.084092	9.3817	9.6340	46.277	70.417	110.56	875.86	-0.021118	121.84	0.10477	liquid	liquid, P = 30 bar
285.00	30.000	11.736	0.085207	9.9353	10.191	48.249	71.219	112.25	843.60	-0.017737	115.85	0.10229	liquid	liquid, P = 30 bar
290.00	30.000	11.576	0.086386	10.498	10.757	50.216	72.045	114.05	811.12	-0.013986	110.12	0.099848	liquid	liquid, P = 30 bar
295.00	30.000	11.410	0.087639	11.069	11.332	52.182	72.895	116.00	778.35	-0.0097954	104.63	0.097443	liquid	liquid, P = 30 bar
300.00	30.000	11.239	0.088976	11.650	11.917	54.150	73.771	118.12	745.23	-0.0050722	99.339	0.095075	liquid	liquid, P = 30 bar
305.00	30.000	11.061	0.090410	12.242	12.513	56.121	74.673	120.44	711.66	0.00030390	94.233	0.092739	liquid	liquid, P = 30 bar
310.00	30.000	10.874	0.091958	12.846	13.122	58.100	75.603	123.01	677.53	0.0064944	89.287	0.090433	liquid	liquid, P = 30 bar
315.00	30.000	10.679	0.093642	13.463	13.744	60.091	76.565	125.90	642.71	0.013722	84.475	0.088150	liquid	liquid, P = 30 bar
320.00	30.000	10.472	0.095491	14.095	14.381	62.099	77.563	129.21	607.00	0.022301	79.772	0.085884	liquid	liquid, P = 30 bar
325.00	30.000	10.252	0.097542	14.744	15.037	64.131	78.607	133.09	570.16	0.032696	75.147	0.083624	liquid	liquid, P = 30 bar
330.00	30.000	10.015	0.099853	15.414	15.714	66.197	79.708	137.77	531.82	0.045624	70.564	0.081357	liquid	liquid, P = 30 bar
335.00	30.000	9.7554	0.10251	16.109	16.417	68.311	80.887	143.67	491.48	0.062266	65.973	0.079063	liquid	liquid, P = 30 bar
340.00	30.000	9.4660	0.10564	16.837	17.154	70.495	82.181	151.57	448.29	0.084744	61.305	0.076713	liquid	liquid, P = 30 bar
345.00	30.000	9.1321	0.10950	17.610	17.938	72.786	83.663	163.22	400.75	0.11739	56.438	0.074261	liquid	liquid, P = 30 bar
350.00	30.000	8.7231	0.11464	18.456	18.800	75.265	85.531	183.70	345.54	0.17122	51.120	0.071636	liquid	liquid, P = 30 bar
350.86	30.000	8.6403	0.11574	18.613	18.961	75.723	85.928	189.14	334.73	0.18459	50.120	0.071160	liquid	liquid, P = 30 bar
350.86	30.000	1.7903	0.55856	26.091	27.767	100.82	89.218	189.25	174.70	1.9000	11.328	0.033368	vapor	vapor, P = 30 bar
355.00	30.000	1.6626	0.60146	26.670	28.474	102.83	87.451	157.35	184.27	1.7050	11.242	0.032219	vapor	vapor, P = 30 bar
360.00	30.000	1.5539	0.64355	27.281	29.212	104.89	86.479	139.74	193.46	1.5348	11.223	0.031799	vapor	vapor, P = 30 bar
365.00	30.000	1.4708	0.67992	27.845	29.885	106.75	86.168	130.15	201.17	1.4033	11.250	0.031800	vapor	vapor, P = 30 bar
370.00	30.000	1.4031	0.71269	28.381	30.519	108.47	86.219	124.18	207.90	1.2959	11.303	0.032014	vapor	vapor, P = 30 bar
375.00	30.000	1.3460	0.74293	28.901	31.130	110.11	86.484	120.18	213.95	1.2052	11.372	0.032354	vapor	vapor, P = 30 bar
380.00	30.000	1.2965	0.77129	29.409	31.723	111.68	86.884	117.38	219.46	1.1270	11.452	0.032779	vapor	vapor, P = 30 bar
385.00	30.000	1.2529	0.79816	29.910	32.305	113.21	87.377	115.37	224.55	1.0585	11.541	0.033265	vapor	vapor, P = 30 bar
390.00	30.000	1.2139	0.82382	30.406	32.878	114.68	87.938	113.92	229.30	0.99765	11.636	0.033797	vapor	vapor, P = 30 bar
395.00	30.000	1.1786	0.84848	30.899	33.445	116.13	88.550	112.88	233.77	0.94315	11.735	0.034366	vapor	vapor, P = 30 bar
400.00	30.000	1.1464	0.87230	31.390	34.007	117.54	89.201	112.14	237.99	0.89392	11.837	0.034964	vapor	vapor, P = 30 bar
405.00	30.000	1.1168	0.89538	31.880	34.566	118.93	89.884	111.64	241.99	0.84918	11.943	0.035587	vapor	vapor, P = 30 bar
410.00	30.000	1.0895	0.91784	32.370	35.124	120.30	90.592	111.33	245.82	0.80830	12.051	0.036232	vapor	vapor, P = 30 bar
415.00	30.000	1.0641	0.93974	32.861	35.680	121.65	91.322	111.18	249.48	0.77076	12.160	0.036896	vapor	vapor, P = 30 bar
420.00	30.000	1.0404	0.96115	33.352	36.236	122.98	92.069	111.15	253.00	0.73617	12.271	0.037576	vapor	vapor, P = 30 bar
425.00	30.000	1.0182	0.98213	33.845	36.792	124.30	92.830	111.22	256.38	0.70417	12.383	0.038272	vapor	vapor, P = 30 bar
430.00	30.000	0.99730	1.0027	34.340	37.348	125.60	93.604	111.38	259.65	0.67449	12.496	0.038982	vapor	vapor, P = 30 bar
435.00	30.000	0.97759	1.0229	34.837	37.906	126.89	94.388	111.62	262.82	0.64687	12.610	0.039705	vapor	vapor, P = 30 bar
440.00	30.000	0.95893	1.0428	35.336	38.464	128.16	95.180	111.92	265.88	0.62111	12.724	0.040440	vapor	vapor, P = 30 bar
445.00	30.000	0.94123	1.0624	35.838	39.025	129.43	95.980	112.27	268.86	0.59703	12.838	0.041187	vapor	vapor, P = 30 bar
450.00	30.000	0.92441	1.0818	36.342	39.587	130.69	96.785	112.67	271.76	0.57447	12.953	0.041944	vapor	vapor, P = 30 bar
455.00	30.000	0.90838	1.1009	36.849	40.152	131.93	97.594	113.10	274.58	0.55329	13.068	0.042712	vapor	vapor, P = 30 bar
														
280.00	42.500	11.948	0.083693	9.3087	9.6643	46.011	70.437	109.80	892.98	-0.022940	124.13	0.10590	liquid	liquid, P = 42.5 bar
285.00	42.500	11.797	0.084765	9.8570	10.217	47.968	71.231	111.38	861.71	-0.019849	118.15	0.10345	liquid	liquid, P = 42.5 bar
290.00	42.500	11.642	0.085894	10.413	10.778	49.920	72.047	113.06	830.32	-0.016450	112.45	0.10105	liquid	liquid, P = 42.5 bar
295.00	42.500	11.483	0.087088	10.978	11.348	51.867	72.885	114.85	798.78	-0.012691	106.99	0.098695	liquid	liquid, P = 42.5 bar
300.00	42.500	11.318	0.088355	11.551	11.927	53.814	73.746	116.77	767.02	-0.0085058	101.74	0.096376	liquid	liquid, P = 42.5 bar
305.00	42.500	11.148	0.089706	12.135	12.516	55.761	74.628	118.85	735.00	-0.0038088	96.697	0.094097	liquid	liquid, P = 42.5 bar
310.00	42.500	10.971	0.091153	12.728	13.116	57.711	75.535	121.11	702.65	0.0015093	91.825	0.091855	liquid	liquid, P = 42.5 bar
315.00	42.500	10.786	0.092711	13.333	13.727	59.669	76.466	123.60	669.89	0.0075932	87.107	0.089646	liquid	liquid, P = 42.5 bar
320.00	42.500	10.593	0.094401	13.951	14.352	61.636	77.425	126.36	636.61	0.014637	82.523	0.087466	liquid	liquid, P = 42.5 bar
325.00	42.500	10.390	0.096249	14.583	14.992	63.619	78.415	129.49	602.68	0.022909	78.049	0.085309	liquid	liquid, P = 42.5 bar
330.00	42.500	10.174	0.098289	15.230	15.648	65.623	79.442	133.09	567.94	0.032790	73.661	0.083168	liquid	liquid, P = 42.5 bar
335.00	42.500	9.9435	0.10057	15.896	16.324	67.655	80.514	137.33	532.15	0.044841	69.332	0.081033	liquid	liquid, P = 42.5 bar
340.00	42.500	9.6940	0.10316	16.584	17.023	69.726	81.646	142.49	495.02	0.059933	65.027	0.078889	liquid	liquid, P = 42.5 bar
345.00	42.500	9.4200	0.10616	17.300	17.751	71.852	82.858	149.04	456.08	0.079490	60.698	0.076717	liquid	liquid, P = 42.5 bar
350.00	42.500	9.1124	0.10974	18.050	18.517	74.056	84.191	157.87	414.64	0.10604	56.277	0.074491	liquid	liquid, P = 42.5 bar
355.00	42.500	8.7554	0.11421	18.851	19.336	76.381	85.728	170.93	369.55	0.14464	51.648	0.072169	liquid	liquid, P = 42.5 bar
360.00	42.500	8.3162	0.12025	19.730	20.241	78.912	87.665	193.54	318.54	0.20731	46.583	0.069703	liquid	liquid, P = 42.5 bar
365.00	42.500	7.7020	0.12984	20.770	21.321	81.891	90.687	249.15	255.82	0.33459	40.456	0.067154	liquid	liquid, P = 42.5 bar
369.88	42.500	5.2246	0.19140	23.417	24.231	89.785	undefined	undefined	undefined	1.2451	26.757	undefined	liquid	liquid, P = 42.5 bar
369.88	42.500	4.7764	0.20936	23.856	24.745	91.176	undefined	undefined	undefined	1.3346	24.312	undefined	vapor	vapor, P = 42.5 bar
370.00	42.500	3.9828	0.25108	24.760	25.827	94.100	undefined	undefined	undefined	undefined	18.980	undefined	vapor	vapor, P = 42.5 bar
375.00	42.500	2.7487	0.36381	26.864	28.410	101.05	94.922	260.18	167.99	1.4939	14.227	0.043837	vapor	vapor, P = 42.5 bar
380.00	42.500	2.4377	0.41022	27.759	29.502	103.94	92.600	190.47	180.77	1.3539	13.623	0.040442	vapor	vapor, P = 42.5 bar
385.00	42.500	2.2444	0.44555	28.486	30.380	106.24	91.750	163.67	190.67	1.2389	13.345	0.039161	vapor	vapor, P = 42.5 bar
390.00	42.500	2.1033	0.47545	29.138	31.159	108.25	91.490	149.34	199.00	1.1437	13.201	0.038646	vapor	vapor, P = 42.5 bar
395.00	42.500	1.9921	0.50199	29.748	31.882	110.09	91.543	140.47	206.30	1.0632	13.130	0.038516	vapor	vapor, P = 42.5 bar
400.00	42.500	1.9004	0.52622	30.332	32.568	111.82	91.787	134.50	212.85	0.99382	13.103	0.038612	vapor	vapor, P = 42.5 bar
405.00	42.500	1.8224	0.54872	30.898	33.230	113.46	92.156	130.29	218.83	0.93310	13.107	0.038858	vapor	vapor, P = 42.5 bar
410.00	42.500	1.7547	0.56989	31.451	33.873	115.04	92.614	127.21	224.34	0.87933	13.131	0.039209	vapor	vapor, P = 42.5 bar
415.00	42.500	1.6950	0.58998	31.996	34.503	116.57	93.136	124.92	229.48	0.83125	13.172	0.039637	vapor	vapor, P = 42.5 bar
420.00	42.500	1.6416	0.60918	32.534	35.123	118.05	93.709	123.20	234.31	0.78792	13.225	0.040125	vapor	vapor, P = 42.5 bar
425.00	42.500	1.5933	0.62763	33.068	35.736	119.50	94.322	121.90	238.86	0.74860	13.287	0.040662	vapor	vapor, P = 42.5 bar
430.00	42.500	1.5493	0.64545	33.600	36.343	120.92	94.966	120.94	243.17	0.71273	13.357	0.041237	vapor	vapor, P = 42.5 bar
435.00	42.500	1.5089	0.66271	34.129	36.946	122.32	95.636	120.23	247.29	0.67984	13.432	0.041846	vapor	vapor, P = 42.5 bar
440.00	42.500	1.4717	0.67950	34.658	37.545	123.69	96.327	119.73	251.22	0.64956	13.513	0.042483	vapor	vapor, P = 42.5 bar
445.00	42.500	1.4371	0.69585	35.186	38.143	125.04	97.036	119.40	254.99	0.62159	13.598	0.043145	vapor	vapor, P = 42.5 bar
450.00	42.500	1.4048	0.71182	35.714	38.740	126.37	97.761	119.21	258.61	0.59565	13.686	0.043829	vapor	vapor, P = 42.5 bar
455.00	42.500	1.3746	0.72746	36.244	39.335	127.69	98.498	119.13	262.11	0.57153	13.776	0.044532	vapor	vapor, P = 42.5 bar
