Temperature (K)	Pressure (bar)	Density (mol/l)	Volume (l/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase	Curve
285.00	32.500	10.189	0.098141	13.063	13.382	63.323	97.670	136.65	1002.5	-0.034774	187.38	0.11235	liquid	liquid, P = 32.5 bar
290.00	32.500	10.097	0.099043	13.747	14.069	65.712	98.640	138.06	976.56	-0.033192	178.87	0.11028	liquid	liquid, P = 32.5 bar
295.00	32.500	10.002	0.099976	14.438	14.763	68.084	99.632	139.53	950.69	-0.031513	170.85	0.10823	liquid	liquid, P = 32.5 bar
300.00	32.500	9.9066	0.10094	15.136	15.465	70.442	100.64	141.05	924.86	-0.029728	163.26	0.10622	liquid	liquid, P = 32.5 bar
305.00	32.500	9.8093	0.10194	15.842	16.174	72.787	101.68	142.63	899.05	-0.027826	156.07	0.10424	liquid	liquid, P = 32.5 bar
310.00	32.500	9.7102	0.10298	16.556	16.891	75.119	102.72	144.26	873.25	-0.025791	149.23	0.10229	liquid	liquid, P = 32.5 bar
315.00	32.500	9.6092	0.10407	17.278	17.616	77.441	103.79	145.95	847.45	-0.023608	142.73	0.10038	liquid	liquid, P = 32.5 bar
320.00	32.500	9.5061	0.10520	18.009	18.351	79.753	104.87	147.71	821.62	-0.021257	136.52	0.098495	liquid	liquid, P = 32.5 bar
325.00	32.500	9.4007	0.10638	18.748	19.094	82.057	105.97	149.54	795.74	-0.018714	130.59	0.096648	liquid	liquid, P = 32.5 bar
330.00	32.500	9.2928	0.10761	19.496	19.846	84.355	107.08	151.46	769.79	-0.015953	124.90	0.094836	liquid	liquid, P = 32.5 bar
335.00	32.500	9.1822	0.10891	20.254	20.608	86.647	108.21	153.46	743.73	-0.012939	119.44	0.093057	liquid	liquid, P = 32.5 bar
340.00	32.500	9.0686	0.11027	21.022	21.381	88.936	109.35	155.56	717.52	-0.0096296	114.18	0.091312	liquid	liquid, P = 32.5 bar
345.00	32.500	8.9516	0.11171	21.801	22.164	91.223	110.51	157.77	691.13	-0.0059737	109.11	0.089599	liquid	liquid, P = 32.5 bar
350.00	32.500	8.8309	0.11324	22.591	22.959	93.510	111.69	160.12	664.51	-0.0019063	104.20	0.087917	liquid	liquid, P = 32.5 bar
355.00	32.500	8.7059	0.11486	23.392	23.766	95.798	112.88	162.62	637.59	0.0026553	99.443	0.086266	liquid	liquid, P = 32.5 bar
360.00	32.500	8.5762	0.11660	24.206	24.585	98.091	114.09	165.31	610.31	0.0078182	94.815	0.084643	liquid	liquid, P = 32.5 bar
365.00	32.500	8.4411	0.11847	25.034	25.419	100.39	115.33	168.23	582.57	0.013724	90.301	0.083045	liquid	liquid, P = 32.5 bar
370.00	32.500	8.2996	0.12049	25.876	26.268	102.70	116.59	171.43	554.27	0.020564	85.884	0.081470	liquid	liquid, P = 32.5 bar
375.00	32.500	8.1507	0.12269	26.735	27.134	105.03	117.89	175.00	525.27	0.028604	81.544	0.079914	liquid	liquid, P = 32.5 bar
380.00	32.500	7.9930	0.12511	27.612	28.019	107.37	119.23	179.05	495.40	0.038226	77.260	0.078371	liquid	liquid, P = 32.5 bar
385.00	32.500	7.8245	0.12780	28.510	28.926	109.74	120.62	183.77	464.41	0.050001	73.005	0.076834	liquid	liquid, P = 32.5 bar
390.00	32.500	7.6425	0.13085	29.433	29.858	112.15	122.09	189.45	432.00	0.064828	68.747	0.075294	liquid	liquid, P = 32.5 bar
395.00	32.500	7.4429	0.13436	30.386	30.823	114.60	123.66	196.61	397.69	0.084222	64.440	0.073736	liquid	liquid, P = 32.5 bar
400.00	32.500	7.2191	0.13852	31.378	31.828	117.13	125.37	206.24	360.76	0.11097	60.012	0.072141	liquid	liquid, P = 32.5 bar
405.00	32.500	6.9589	0.14370	32.426	32.893	119.78	127.32	220.62	319.99	0.15092	55.339	0.070480	liquid	liquid, P = 32.5 bar
410.00	32.500	6.6362	0.15069	33.563	34.053	122.63	129.68	246.54	272.91	0.21925	50.157	0.068718	liquid	liquid, P = 32.5 bar
415.00	32.500	6.1671	0.16215	34.901	35.428	125.96	133.10	320.54	212.48	0.37684	43.632	0.066964	liquid	liquid, P = 32.5 bar
415.67	32.500	6.0773	0.16455	35.116	35.651	126.49	133.76	344.96	202.16	0.41801	42.500	0.066809	liquid	liquid, P = 32.5 bar
415.67	32.500	1.9614	0.50984	41.690	43.347	145.01	138.01	386.01	132.33	2.0910	13.747	0.045984	vapor	vapor, P = 32.5 bar
420.00	32.500	1.7343	0.57661	42.798	44.672	148.18	135.01	260.17	146.55	1.7748	13.190	0.041952	vapor	vapor, P = 32.5 bar
425.00	32.500	1.5866	0.63029	43.807	45.856	150.98	133.93	219.47	157.90	1.5542	12.948	0.040625	vapor	vapor, P = 32.5 bar
430.00	32.500	1.4838	0.67395	44.711	46.901	153.43	133.70	200.53	166.90	1.3980	12.815	0.040203	vapor	vapor, P = 32.5 bar
435.00	32.500	1.4044	0.71202	45.560	47.874	155.68	133.87	189.50	174.52	1.2771	12.767	0.040164	vapor	vapor, P = 32.5 bar
440.00	32.500	1.3398	0.74640	46.377	48.802	157.80	134.27	182.35	181.22	1.1788	12.759	0.040338	vapor	vapor, P = 32.5 bar
445.00	32.500	1.2852	0.77810	47.172	49.701	159.83	134.80	177.41	187.23	1.0963	12.777	0.040646	vapor	vapor, P = 32.5 bar
450.00	32.500	1.2380	0.80776	47.954	50.579	161.79	135.44	173.88	192.72	1.0254	12.814	0.041048	vapor	vapor, P = 32.5 bar
455.00	32.500	1.1965	0.83579	48.725	51.441	163.70	136.14	171.29	197.78	0.96362	12.864	0.041520	vapor	vapor, P = 32.5 bar
460.00	32.500	1.1594	0.86248	49.490	52.293	165.56	136.90	169.37	202.48	0.90899	12.924	0.042045	vapor	vapor, P = 32.5 bar
465.00	32.500	1.1260	0.88807	50.250	53.136	167.38	137.69	167.96	206.90	0.86023	12.991	0.042613	vapor	vapor, P = 32.5 bar
470.00	32.500	1.0956	0.91270	51.007	53.973	169.17	138.52	166.93	211.06	0.81634	13.065	0.043218	vapor	vapor, P = 32.5 bar
475.00	32.500	1.0678	0.93652	51.762	54.806	170.94	139.37	166.19	215.00	0.77654	13.144	0.043852	vapor	vapor, P = 32.5 bar
480.00	32.500	1.0421	0.95962	52.517	55.635	172.67	140.24	165.69	218.75	0.74025	13.226	0.044513	vapor	vapor, P = 32.5 bar
485.00	32.500	1.0182	0.98209	53.271	56.463	174.39	141.13	165.38	222.33	0.70698	13.312	0.045198	vapor	vapor, P = 32.5 bar
490.00	32.500	0.99602	1.0040	54.026	57.289	176.09	142.03	165.23	225.76	0.67635	13.401	0.045903	vapor	vapor, P = 32.5 bar
495.00	32.500	0.97523	1.0254	54.783	58.115	177.76	142.94	165.21	229.05	0.64803	13.491	0.046627	vapor	vapor, P = 32.5 bar
500.00	32.500	0.95570	1.0464	55.541	58.942	179.42	143.87	165.30	232.22	0.62176	13.584	0.047369	vapor	vapor, P = 32.5 bar
505.00	32.500	0.93730	1.0669	56.301	59.769	181.07	144.80	165.48	235.28	0.59730	13.678	0.048127	vapor	vapor, P = 32.5 bar
510.00	32.500	0.91991	1.0871	57.064	60.597	182.70	145.73	165.74	238.24	0.57448	13.774	0.048900	vapor	vapor, P = 32.5 bar
515.00	32.500	0.90343	1.1069	57.829	61.426	184.32	146.67	166.07	241.11	0.55312	13.871	0.049688	vapor	vapor, P = 32.5 bar
520.00	32.500	0.88778	1.1264	58.597	62.257	185.93	147.61	166.45	243.89	0.53309	13.968	0.050488	vapor	vapor, P = 32.5 bar
525.00	32.500	0.87288	1.1456	59.368	63.091	187.52	148.55	166.88	246.59	0.51425	14.067	0.051302	vapor	vapor, P = 32.5 bar
530.00	32.500	0.85868	1.1646	60.141	63.926	189.10	149.49	167.36	249.21	0.49651	14.166	0.052128	vapor	vapor, P = 32.5 bar
535.00	32.500	0.84511	1.1833	60.919	64.764	190.68	150.44	167.87	251.77	0.47977	14.267	0.052966	vapor	vapor, P = 32.5 bar
540.00	32.500	0.83211	1.2018	61.699	65.605	192.24	151.38	168.41	254.27	0.46394	14.367	0.053816	vapor	vapor, P = 32.5 bar
545.00	32.500	0.81966	1.2200	62.484	66.449	193.80	152.32	168.98	256.70	0.44896	14.468	0.054677	vapor	vapor, P = 32.5 bar
550.00	32.500	0.80771	1.2381	63.271	67.295	195.34	153.26	169.58	259.08	0.43475	14.570	0.055548	vapor	vapor, P = 32.5 bar
555.00	32.500	0.79622	1.2559	64.063	68.144	196.88	154.20	170.20	261.41	0.42125	14.672	0.056431	vapor	vapor, P = 32.5 bar
560.00	32.500	0.78516	1.2736	64.858	68.997	198.41	155.13	170.83	263.68	0.40842	14.774	0.057323	vapor	vapor, P = 32.5 bar
565.00	32.500	0.77451	1.2911	65.657	69.853	199.93	156.07	171.49	265.91	0.39620	14.877	0.058226	vapor	vapor, P = 32.5 bar
570.00	32.500	0.76423	1.3085	66.459	70.712	201.45	157.00	172.15	268.10	0.38456	14.979	0.059138	vapor	vapor, P = 32.5 bar
575.00	32.500	0.75431	1.3257	67.266	71.574	202.95	157.92	172.83	270.24	0.37345	15.082	0.060061	vapor	vapor, P = 32.5 bar
